z,y,x,concentration
2.0,563.5,3714.285714285714,1.7349e-06
2.0,563.5,4000.0,1.2274e-06
2.0,563.5,4285.714285714286,6.826e-07
2.0,563.5,4571.428571428572,2.9636e-07
2.0,563.5,4857.142857142857,1.0053e-07
2.0,563.5,5142.857142857143,2.6866e-08
2.0,563.5,5428.571428571428,5.7489e-09
2.0,563.5,5714.285714285715,1.0082e-09
2.0,563.5,6000.0,1.4869e-10
2.0,563.5,6285.714285714286,1.8809e-11
2.0,563.5,6571.428571428572,2.0536e-12
2.0,563.5,6857.142857142857,1.9248e-13
2.0,563.5,7142.857142857143,1.1926e-14
2.0,563.5,7428.571428571428,0.0
2.0,563.5,7714.285714285715,0.0
2.0,563.5,8000.0,0.0
2.0,563.5,8285.714285714286,0.0
2.0,563.5,8571.428571428572,0.0
2.0,563.5,8857.142857142857,0.0
2.0,563.5,9142.857142857143,0.0
2.0,563.5,9428.57142857143,0.0
2.0,563.5,9714.285714285714,0.0
2.0,563.5,10000.0,0.0
2.0,751.5,0.0,8.363e-12
2.0,751.5,285.7142857142857,6.0474e-11
2.0,751.5,571.4285714285714,3.625e-10
2.0,751.5,857.1428571428571,1.8021e-09
2.0,751.5,1142.857142857143,7.4347e-09
2.0,751.5,1428.5714285714287,2.55e-08
2.0,751.5,1714.2857142857142,7.2975e-08
2.0,751.5,2000.0,1.7543e-07
2.0,751.5,2285.714285714286,3.5779e-07
2.0,751.5,2571.4285714285716,6.2564e-07
2.0,751.5,2857.1428571428573,9.4207e-07
2.0,751.5,3142.857142857143,1.2119e-06
2.0,751.5,3428.5714285714284,1.3057e-06
2.0,751.5,3714.285714285714,1.1496e-06
2.0,751.5,4000.0,8.0943e-07
2.0,751.5,4285.714285714286,4.4912e-07
2.0,751.5,4571.428571428572,1.9504e-07
2.0,751.5,4857.142857142857,6.634e-08
2.0,751.5,5142.857142857143,1.7823e-08
2.0,751.5,5428.571428571428,3.8442e-09
2.0,751.5,5714.285714285715,6.8087e-10
2.0,751.5,6000.0,1.0147e-10
2.0,751.5,6285.714285714286,1.2952e-11
2.0,751.5,6571.428571428572,1.424e-12
2.0,751.5,6857.142857142857,1.2972e-13
2.0,751.5,7142.857142857143,8.3357e-15
2.0,751.5,7428.571428571428,0.0
2.0,751.5,7714.285714285715,0.0
2.0,751.5,8000.0,0.0
2.0,751.5,8285.714285714286,0.0
2.0,751.5,8571.428571428572,0.0
2.0,751.5,8857.142857142857,0.0
2.0,751.5,9142.857142857143,0.0
2.0,751.5,9428.57142857143,0.0
2.0,751.5,9714.285714285714,0.0
2.0,751.5,10000.0,0.0
2.0,939.5,0.0,5.2808e-12
2.0,939.5,285.7142857142857,3.8179e-11
2.0,939.5,571.4285714285714,2.2886e-10
2.0,939.5,857.1428571428571,1.1375e-09
2.0,939.5,1142.857142857143,4.6918e-09
2.0,939.5,1428.5714285714287,1.6083e-08
2.0,939.5,1714.2857142857142,4.5965e-08
2.0,939.5,2000.0,1.1019e-07
2.0,939.5,2285.714285714286,2.2354e-07
2.0,939.5,2571.4285714285716,3.8751e-07
2.0,939.5,2857.1428571428573,5.7671e-07
2.0,939.5,3142.857142857143,7.323e-07
2.0,939.5,3428.5714285714284,7.7952e-07
2.0,939.5,3714.285714285714,6.7983e-07
2.0,939.5,4000.0,4.7567e-07
2.0,939.5,4285.714285714286,2.6315e-07
2.0,939.5,4571.428571428572,1.1431e-07
2.0,939.5,4857.142857142857,3.9021e-08
2.0,939.5,5142.857142857143,1.0556e-08
2.0,939.5,5428.571428571428,2.2997e-09
2.0,939.5,5714.285714285715,4.1236e-10
2.0,939.5,6000.0,6.2248e-11
2.0,939.5,6285.714285714286,8.0337e-12
2.0,939.5,6571.428571428572,8.9018e-13
2.0,939.5,6857.142857142857,8.1782e-14
2.0,939.5,7142.857142857143,5.2599e-15
2.0,939.5,7428.571428571428,0.0
2.0,939.5,7714.285714285715,0.0
2.0,939.5,8000.0,0.0
2.0,939.5,8285.714285714286,0.0
2.0,939.5,8571.428571428572,0.0
2.0,939.5,8857.142857142857,0.0
2.0,939.5,9142.857142857143,0.0
2.0,939.5,9428.57142857143,0.0
2.0,939.5,9714.285714285714,0.0
2.0,939.5,10000.0,0.0
2.0,1127.5,0.0,3.0109e-12
2.0,1127.5,285.7142857142857,2.1766e-11
2.0,1127.5,571.4285714285714,1.3045e-10
2.0,1127.5,857.1428571428571,6.4829e-10
2.0,1127.5,1142.857142857143,2.6731e-09
2.0,1127.5,1428.5714285714287,9.1573e-09
2.0,1127.5,1714.2857142857142,2.6135e-08
2.0,1127.5,2000.0,6.2462e-08
2.0,1127.5,2285.714285714286,1.2599e-07
2.0,1127.5,2571.4285714285716,2.1635e-07
2.0,1127.5,2857.1428571428573,3.1782e-07
2.0,1127.5,3142.857142857143,3.976e-07
2.0,1127.5,3428.5714285714284,4.1728e-07
2.0,1127.5,3714.285714285714,3.5978e-07
2.0,1127.5,4000.0,2.4981e-07
2.0,1127.5,4285.714285714286,1.377e-07
2.0,1127.5,4571.428571428572,5.9837e-08
2.0,1127.5,4857.142857142857,2.0516e-08
2.0,1127.5,5142.857142857143,5.5966e-09
2.0,1127.5,5428.571428571428,1.234e-09
2.0,1127.5,5714.285714285715,2.2448e-10
2.0,1127.5,6000.0,3.4382e-11
2.0,1127.5,6285.714285714286,4.4917e-12
2.0,1127.5,6571.428571428572,5.0194e-13
2.0,1127.5,6857.142857142857,4.6539e-14
2.0,1127.5,7142.857142857143,0.0
2.0,1127.5,7428.571428571428,0.0
2.0,1127.5,7714.285714285715,0.0
2.0,1127.5,8000.0,0.0
2.0,1127.5,8285.714285714286,0.0
2.0,1127.5,8571.428571428572,0.0
2.0,1127.5,8857.142857142857,0.0
2.0,1127.5,9142.857142857143,0.0
2.0,1127.5,9428.57142857143,0.0
2.0,1127.5,9714.285714285714,0.0
2.0,1127.5,10000.0,0.0
2.0,1315.5,0.0,1.5499e-12
2.0,1315.5,285.7142857142857,1.1203e-11
2.0,1315.5,571.4285714285714,6.714e-11
2.0,1315.5,857.1428571428571,3.3359e-10
2.0,1315.5,1142.857142857143,1.375e-09
2.0,1315.5,1428.5714285714287,4.7074e-09
2.0,1315.5,1714.2857142857142,1.3416e-08
2.0,1315.5,2000.0,3.1966e-08
2.0,1315.5,2285.714285714286,6.4103e-08
2.0,1315.5,2571.4285714285716,1.0901e-07
2.0,1315.5,2857.1428571428573,1.5796e-07
2.0,1315.5,3142.857142857143,1.9447e-07
2.0,1315.5,3428.5714285714284,2.0089e-07
2.0,1315.5,3714.285714285714,1.7096e-07
2.0,1315.5,4000.0,1.1765e-07
2.0,1315.5,4285.714285714286,6.4568e-08
2.0,1315.5,4571.428571428572,2.8071e-08
2.0,1315.5,4857.142857142857,9.6742e-09
2.0,1315.5,5142.857142857143,2.665e-09
2.0,1315.5,5428.571428571428,5.9566e-10
2.0,1315.5,5714.285714285715,1.101e-10
2.0,1315.5,6000.0,1.7128e-11
2.0,1315.5,6285.714285714286,2.2664e-12
2.0,1315.5,6571.428571428572,2.5547e-13
2.0,1315.5,6857.142857142857,1.9156e-14
2.0,1315.5,7142.857142857143,0.0
2.0,1315.5,7428.571428571428,0.0
2.0,1315.5,7714.285714285715,0.0
2.0,1315.5,8000.0,0.0
2.0,1315.5,8285.714285714286,0.0
2.0,1315.5,8571.428571428572,0.0
2.0,1315.5,8857.142857142857,0.0
2.0,1315.5,9142.857142857143,0.0
2.0,1315.5,9428.57142857143,0.0
2.0,1315.5,9714.285714285714,0.0
2.0,1315.5,10000.0,0.0
2.0,1503.5,0.0,7.2049e-13
2.0,1503.5,285.7142857142857,5.2071e-12
2.0,1503.5,571.4285714285714,3.1196e-11
2.0,1503.5,857.1428571428571,1.5499e-10
2.0,1503.5,1142.857142857143,6.3863e-10
2.0,1503.5,1428.5714285714287,2.1849e-09
2.0,1503.5,1714.2857142857142,6.2181e-09
2.0,1503.5,2000.0,1.4773e-08
2.0,1503.5,2285.714285714286,2.9459e-08
2.0,1503.5,2571.4285714285716,4.9625e-08
2.0,1503.5,2857.1428571428573,7.0934e-08
2.0,1503.5,3142.857142857143,8.5899e-08
2.0,1503.5,3428.5714285714284,8.7266e-08
2.0,1503.5,3714.285714285714,7.321e-08
2.0,1503.5,4000.0,4.9878e-08
2.0,1503.5,4285.714285714286,2.7242e-08
2.0,1503.5,4571.428571428572,1.1849e-08
2.0,1503.5,4857.142857142857,4.1074e-09
2.0,1503.5,5142.857142857143,1.1438e-09
2.0,1503.5,5428.571428571428,2.5946e-10
2.0,1503.5,5714.285714285715,4.8765e-11
2.0,1503.5,6000.0,7.7061e-12
2.0,1503.5,6285.714285714286,1.0329e-12
2.0,1503.5,6571.428571428572,1.1315e-13
2.0,1503.5,6857.142857142857,8.8929e-15
2.0,1503.5,7142.857142857143,0.0
2.0,1503.5,7428.571428571428,0.0
2.0,1503.5,7714.285714285715,0.0
2.0,1503.5,8000.0,0.0
2.0,1503.5,8285.714285714286,0.0
2.0,1503.5,8571.428571428572,0.0
2.0,1503.5,8857.142857142857,0.0
2.0,1503.5,9142.857142857143,0.0
2.0,1503.5,9428.57142857143,0.0
2.0,1503.5,9714.285714285714,0.0
2.0,1503.5,10000.0,0.0
2.0,1691.5,0.0,3.0246e-13
2.0,1691.5,285.7142857142857,2.1853e-12
2.0,1691.5,571.4285714285714,1.309e-11
2.0,1691.5,857.1428571428571,6.502e-11
2.0,1691.5,1142.857142857143,2.6782e-10
2.0,1691.5,1428.5714285714287,9.1567e-10
2.0,1691.5,1714.2857142857142,2.6025e-09
2.0,1691.5,2000.0,6.1664e-09
2.0,1691.5,2285.714285714286,1.2233e-08
2.0,1691.5,2571.4285714285716,2.0427e-08
2.0,1691.5,2857.1428571428573,2.8823e-08
2.0,1691.5,3142.857142857143,3.4346e-08
2.0,1691.5,3428.5714285714284,3.4309e-08
2.0,1691.5,3714.285714285714,2.8359e-08
2.0,1691.5,4000.0,1.9116e-08
2.0,1691.5,4285.714285714286,1.0385e-08
2.0,1691.5,4571.428571428572,4.5194e-09
2.0,1691.5,4857.142857142857,1.5765e-09
2.0,1691.5,5142.857142857143,4.4408e-10
2.0,1691.5,5428.571428571428,1.0229e-10
2.0,1691.5,5714.285714285715,1.9549e-11
2.0,1691.5,6000.0,3.1371e-12
2.0,1691.5,6285.714285714286,4.2553e-13
2.0,1691.5,6571.428571428572,4.7351e-14
2.0,1691.5,6857.142857142857,0.0
2.0,1691.5,7142.857142857143,0.0
2.0,1691.5,7428.571428571428,0.0
2.0,1691.5,7714.285714285715,0.0
2.0,1691.5,8000.0,0.0
2.0,1691.5,8285.714285714286,0.0
2.0,1691.5,8571.428571428572,0.0
2.0,1691.5,8857.142857142857,0.0
2.0,1691.5,9142.857142857143,0.0
2.0,1691.5,9428.57142857143,0.0
2.0,1691.5,9714.285714285714,0.0
2.0,1691.5,10000.0,0.0
2.0,1879.5,0.0,1.1467e-13
2.0,1879.5,285.7142857142857,8.2831e-13
2.0,1879.5,571.4285714285714,4.9603e-12
2.0,1879.5,857.1428571428571,2.4625e-11
2.0,1879.5,1142.857142857143,1.0142e-10
2.0,1879.5,1428.5714285714287,3.4653e-10
2.0,1879.5,1714.2857142857142,9.8372e-10
2.0,1879.5,2000.0,2.3252e-09
2.0,1879.5,2285.714285714286,4.5918e-09
2.0,1879.5,2571.4285714285716,7.6073e-09
2.0,1879.5,2857.1428571428573,1.0609e-08
2.0,1879.5,3142.857142857143,1.2454e-08
2.0,1879.5,3428.5714285714284,1.2241e-08
2.0,1879.5,3714.285714285714,9.9704e-09
2.0,1879.5,4000.0,6.6483e-09
2.0,1879.5,4285.714285714286,3.5921e-09
2.0,1879.5,4571.428571428572,1.5641e-09
2.0,1879.5,4857.142857142857,5.4913e-10
2.0,1879.5,5142.857142857143,1.5648e-10
2.0,1879.5,5428.571428571428,3.6586e-11
2.0,1879.5,5714.285714285715,7.1028e-12
2.0,1879.5,6000.0,1.1564e-12
2.0,1879.5,6285.714285714286,1.5851e-13
2.0,1879.5,6571.428571428572,1.4534e-14
2.0,1879.5,6857.142857142857,0.0
2.0,1879.5,7142.857142857143,0.0
2.0,1879.5,7428.571428571428,0.0
2.0,1879.5,7714.285714285715,0.0
2.0,1879.5,8000.0,0.0
2.0,1879.5,8285.714285714286,0.0
2.0,1879.5,8571.428571428572,0.0
2.0,1879.5,8857.142857142857,0.0
2.0,1879.5,9142.857142857143,0.0
2.0,1879.5,9428.57142857143,0.0
2.0,1879.5,9714.285714285714,0.0
2.0,1879.5,10000.0,0.0
2.0,2067.5,0.0,3.5475e-14
2.0,2067.5,285.7142857142857,2.8355e-13
2.0,2067.5,571.4285714285714,1.6974e-12
2.0,2067.5,857.1428571428571,8.4241e-12
2.0,2067.5,1142.857142857143,3.4678e-11
2.0,2067.5,1428.5714285714287,1.1843e-10
2.0,2067.5,1714.2857142857142,3.3583e-10
2.0,2067.5,2000.0,7.9213e-10
2.0,2067.5,2285.714285714286,1.5582e-09
2.0,2067.5,2571.4285714285716,2.5642e-09
2.0,2067.5,2857.1428571428573,3.5399e-09
2.0,2067.5,3142.857142857143,4.1007e-09
2.0,2067.5,3428.5714285714284,3.9714e-09
2.0,2067.5,3714.285714285714,3.1903e-09
2.0,2067.5,4000.0,2.1052e-09
2.0,2067.5,4285.714285714286,1.1314e-09
2.0,2067.5,4571.428571428572,4.9286e-10
2.0,2067.5,4857.142857142857,1.7412e-10
2.0,2067.5,5142.857142857143,5.0168e-11
2.0,2067.5,5428.571428571428,1.1892e-11
2.0,2067.5,5714.285714285715,2.3427e-12
2.0,2067.5,6000.0,3.8619e-13
2.0,2067.5,6285.714285714286,5.1661e-14
2.0,2067.5,6571.428571428572,4.964e-15
2.0,2067.5,6857.142857142857,0.0
2.0,2067.5,7142.857142857143,0.0
2.0,2067.5,7428.571428571428,0.0
2.0,2067.5,7714.285714285715,0.0
2.0,2067.5,8000.0,0.0
2.0,2067.5,8285.714285714286,0.0
2.0,2067.5,8571.428571428572,0.0
2.0,2067.5,8857.142857142857,0.0
2.0,2067.5,9142.857142857143,0.0
2.0,2067.5,9428.57142857143,0.0
2.0,2067.5,9714.285714285714,0.0
2.0,2067.5,10000.0,0.0
2.0,2255.5,0.0,1.0987e-14
2.0,2255.5,285.7142857142857,8.7622e-14
2.0,2255.5,571.4285714285714,5.2465e-13
2.0,2255.5,857.1428571428571,2.6029e-12
2.0,2255.5,1142.857142857143,1.0706e-11
2.0,2255.5,1428.5714285714287,3.6548e-11
2.0,2255.5,1714.2857142857142,1.0355e-10
2.0,2255.5,2000.0,2.4381e-10
2.0,2255.5,2285.714285714286,4.7802e-10
2.0,2255.5,2571.4285714285716,7.8231e-10
2.0,2255.5,2857.1428571428573,1.0709e-09
2.0,2255.5,3142.857142857143,1.2267e-09
2.0,2255.5,3428.5714285714284,1.1729e-09
2.0,2255.5,3714.285714285714,9.3067e-10
2.0,2255.5,4000.0,6.0832e-10
2.0,2255.5,4285.714285714286,3.2529e-10
2.0,2255.5,4571.428571428572,1.4177e-10
2.0,2255.5,4857.142857142857,5.0371e-11
2.0,2255.5,5142.857142857143,1.4655e-11
2.0,2255.5,5428.571428571428,3.5177e-12
2.0,2255.5,5714.285714285715,7.0157e-13
2.0,2255.5,6000.0,1.1682e-13
2.0,2255.5,6285.714285714286,1.308e-14
2.0,2255.5,6571.428571428572,0.0
2.0,2255.5,6857.142857142857,0.0
2.0,2255.5,7142.857142857143,0.0
2.0,2255.5,7428.571428571428,0.0
2.0,2255.5,7714.285714285715,0.0
2.0,2255.5,8000.0,0.0
2.0,2255.5,8285.714285714286,0.0
2.0,2255.5,8571.428571428572,0.0
2.0,2255.5,8857.142857142857,0.0
2.0,2255.5,9142.857142857143,0.0
2.0,2255.5,9428.57142857143,0.0
2.0,2255.5,9714.285714285714,0.0
2.0,2255.5,10000.0,0.0
2.0,2443.5,0.0,1.6669e-16
2.0,2443.5,285.7142857142857,2.2151e-14
2.0,2443.5,571.4285714285714,1.4648e-13
2.0,2443.5,857.1428571428571,7.2636e-13
2.0,2443.5,1142.857142857143,2.9865e-12
2.0,2443.5,1428.5714285714287,1.0187e-11
2.0,2443.5,1714.2857142857142,2.8836e-11
2.0,2443.5,2000.0,6.7798e-11
2.0,2443.5,2285.714285714286,1.3258e-10
2.0,2443.5,2571.4285714285716,2.1601e-10
2.0,2443.5,2857.1428571428573,2.9369e-10
2.0,2443.5,3142.857142857143,3.3336e-10
2.0,2443.5,3428.5714285714284,3.1537e-10
2.0,2443.5,3714.285714285714,2.4766e-10
2.0,2443.5,4000.0,1.6056e-10
2.0,2443.5,4285.714285714286,8.5483e-11
2.0,2443.5,4571.428571428572,3.7265e-11
2.0,2443.5,4857.142857142857,1.3304e-11
2.0,2443.5,5142.857142857143,3.9044e-12
2.0,2443.5,5428.571428571428,9.4683e-13
2.0,2443.5,5714.285714285715,1.9075e-13
2.0,2443.5,6000.0,2.5794e-14
2.0,2443.5,6285.714285714286,0.0
2.0,2443.5,6571.428571428572,0.0
2.0,2443.5,6857.142857142857,0.0
2.0,2443.5,7142.857142857143,0.0
2.0,2443.5,7428.571428571428,0.0
2.0,2443.5,7714.285714285715,0.0
2.0,2443.5,8000.0,0.0
2.0,2443.5,8285.714285714286,0.0
2.0,2443.5,8571.428571428572,0.0
2.0,2443.5,8857.142857142857,0.0
2.0,2443.5,9142.857142857143,0.0
2.0,2443.5,9428.57142857143,0.0
2.0,2443.5,9714.285714285714,0.0
2.0,2443.5,10000.0,0.0
